school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences_x,G1_math,G2_math,G3_math,GT_math,G1_scale_math,G2_scale_math,G3_scale_math,GT_scale_math,G1_math_rank,G2_math_rank,G3_math_rank,GT_math_rank,G1_math_rank_bin,G2_math_rank_bin,G3_math_rank_bin,GT_math_rank_bin,absences_y,G1_port,G2_port,G3_port,GT_port,G1_scale_port,G2_scale_port,G3_scale_port,GT_scale_port,G1_port_rank,G2_port_rank,G3_port_rank,GT_port_rank,G1_port_rank_bin,G2_port_rank_bin,G3_port_rank_bin,GT_port_rank_bin
GP,M,16,U,GT3,T,3,2,at_home,other,reputation,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,3,2,10,11,9,10,30,0.5,0.47368421052631576,0.5,0.4804031354983202,164,250,210,217,5,6,5,5,0,12,12,12,36,0.631578947368421,0.631578947368421,0.631578947368421,0.6153846153846154,225,233,277,277,4,4,5,5
GP,F,16,U,GT3,T,2,1,other,other,home,mother,1,1,0,no,no,no,no,yes,yes,yes,yes,4,5,2,1,1,5,20,13,12,12,37,0.625,0.631578947368421,0.6000000000000001,0.6107502799552071,96,128,132,128,4,4,4,4,4,9,10,10,29,0.47368421052631576,0.5263157894736842,0.5263157894736842,0.4807692307692308,493,422,453,493,6,6,6,6
GP,F,17,R,GT3,T,2,1,at_home,services,course,mother,3,2,0,no,no,no,yes,yes,yes,no,no,2,1,1,1,1,3,2,13,11,11,35,0.625,0.5789473684210527,0.55,0.5758118701007838,96,169,163,153,4,5,5,4,2,13,13,13,39,0.6842105263157894,0.6842105263157894,0.6842105263157894,0.6730769230769231,153,153,195,181,4,4,4,4
GP,M,17,U,LE3,T,4,3,health,other,course,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,2,5,5,1,4,5,14,12,12,12,36,0.5625,0.631578947368421,0.6000000000000001,0.5894736842105263,129,128,132,144,4,4,4,4,8,15,15,15,45,0.7894736842105263,0.7894736842105263,0.7894736842105263,0.7884615384615385,47,61,83,73,2,2,3,3
GP,M,16,U,LE3,T,4,3,teacher,other,course,mother,1,1,0,no,no,no,yes,no,yes,yes,no,5,4,5,1,1,3,0,6,0,0,6,0.1875,0.0,0.0,0.042553191489361694,363,383,358,391,8,9,8,9,7,14,14,15,43,0.7368421052631579,0.7368421052631579,0.7894736842105263,0.75,82,99,83,108,3,3,3,3
GP,M,16,U,GT3,T,2,1,other,other,course,mother,3,1,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,4,6,18,18,18,54,0.9375,0.9473684210526315,0.9,0.926763717805151,4,4,7,7,1,1,1,1,7,15,16,16,47,0.7894736842105263,0.8421052631578947,0.8421052631578947,0.8269230769230771,47,36,47,48,2,2,2,2
GP,M,17,U,GT3,T,2,3,other,other,course,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,2,2,1,1,2,4,12,12,13,37,0.5625,0.631578947368421,0.65,0.606494960806271,129,128,101,128,4,4,4,4,2,9,12,13,34,0.47368421052631576,0.631578947368421,0.6842105263157894,0.5769230769230769,493,233,195,329,6,4,4,5
GP,M,22,U,GT3,T,3,1,services,services,other,mother,1,1,3,no,no,no,no,no,no,yes,yes,5,4,5,5,5,1,16,6,8,8,22,0.1875,0.42105263157894735,0.4,0.322060470324748,363,300,294,322,8,6,6,7,12,7,8,5,20,0.3684210526315789,0.42105263157894735,0.2631578947368421,0.3076923076923077,600,577,633,628,8,7,9,9
GP,M,16,R,GT3,T,2,1,other,other,course,mother,2,1,0,no,no,no,yes,no,yes,no,no,3,3,2,1,3,3,0,8,9,8,25,0.3125,0.47368421052631576,0.4,0.38253079507278837,285,250,294,293,6,6,6,6,2,14,13,12,39,0.7368421052631579,0.6842105263157894,0.631578947368421,0.6730769230769231,82,153,277,181,3,4,5,4
GP,M,17,R,GT3,T,2,1,other,other,course,mother,1,1,0,no,no,no,no,no,yes,yes,no,4,4,2,2,4,5,0,8,12,12,32,0.3125,0.631578947368421,0.6000000000000001,0.5043673012318028,285,128,132,193,6,4,4,5,0,12,12,13,37,0.631578947368421,0.631578947368421,0.6842105263157894,0.6346153846153846,225,233,195,239,4,4,4,4
GP,M,17,U,LE3,T,1,1,health,other,course,mother,2,1,1,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,2,5,2,7,9,8,24,0.25,0.47368421052631576,0.4,0.36125419932810754,326,250,294,302,7,6,6,6,0,9,10,10,29,0.47368421052631576,0.5263157894736842,0.5263157894736842,0.4807692307692308,493,422,453,493,6,6,6,6
GP,M,19,U,LE3,A,4,3,services,at_home,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,1,1,1,1,12,11,11,11,33,0.5,0.5789473684210527,0.55,0.5332586786114222,164,169,163,180,5,5,5,5,4,11,13,14,38,0.5789473684210527,0.6842105263157894,0.7368421052631579,0.653846153846154,307,153,132,214,5,4,3,4
GP,M,18,U,GT3,T,2,1,other,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,2,4,1,2,4,8,15,14,14,43,0.75,0.7368421052631579,0.7000000000000001,0.7231802911534155,42,68,74,66,2,3,3,3,2,16,16,16,48,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8461538461538463,25,36,47,36,1,2,2,2
GP,M,18,R,GT3,T,3,2,other,other,course,mother,1,3,0,no,no,no,yes,no,yes,no,no,5,3,2,1,1,3,1,13,12,12,37,0.625,0.631578947368421,0.6000000000000001,0.6107502799552071,96,128,132,128,4,4,4,4,2,10,11,12,33,0.5263157894736842,0.5789473684210527,0.631578947368421,0.5576923076923077,398,319,277,354,6,5,5,5
GP,F,17,U,GT3,T,3,3,other,other,home,mother,1,3,0,no,no,no,yes,no,yes,no,no,3,2,3,1,1,4,4,10,9,9,28,0.4375,0.47368421052631576,0.45,0.4421052631578947,203,250,266,243,5,6,6,6,2,15,12,13,40,0.7894736842105263,0.631578947368421,0.6842105263157894,0.6923076923076923,47,233,195,160,2,4,4,4
GP,F,18,R,GT3,T,2,1,other,other,reputation,mother,2,2,0,no,yes,no,no,yes,no,yes,yes,4,3,5,1,2,3,0,6,0,0,6,0.1875,0.0,0.0,0.042553191489361694,363,383,358,391,8,9,8,9,12,8,9,10,27,0.42105263157894735,0.47368421052631576,0.5263157894736842,0.44230769230769235,558,505,453,540,7,7,6,7
GP,F,18,R,GT3,A,3,2,other,services,home,mother,2,2,0,no,no,no,no,no,no,yes,yes,4,1,1,1,1,5,75,10,9,9,28,0.4375,0.47368421052631576,0.45,0.4421052631578947,203,250,266,243,5,6,6,6,15,12,9,10,31,0.631578947368421,0.47368421052631576,0.5263157894736842,0.5192307692307692,225,505,453,422,4,7,6,6
GP,F,18,U,GT3,T,4,4,health,health,reputation,father,1,2,1,yes,yes,no,yes,yes,yes,yes,yes,2,4,4,1,1,4,15,9,8,8,25,0.375,0.42105263157894735,0.4,0.3858902575587906,254,300,294,293,6,6,6,6,2,14,12,13,39,0.7368421052631579,0.631578947368421,0.6842105263157894,0.6730769230769231,82,233,195,181,3,4,4,4
GP,F,18,U,GT3,T,1,1,other,other,home,mother,2,2,0,yes,no,no,yes,yes,yes,yes,no,5,4,4,1,1,4,4,8,9,10,27,0.3125,0.47368421052631576,0.5,0.4165733482642777,285,250,210,264,6,6,5,6,0,12,13,13,38,0.631578947368421,0.6842105263157894,0.6842105263157894,0.6538461538461537,225,153,195,214,4,4,4,4
GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,no,5,4,5,1,2,5,4,10,9,11,30,0.4375,0.47368421052631576,0.55,0.4761478163493841,203,250,163,217,5,6,5,5,12,12,12,14,38,0.631578947368421,0.631578947368421,0.7368421052631579,0.653846153846154,225,233,132,214,4,4,3,4
GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,no,yes,no,no,yes,yes,no,yes,4,2,2,1,1,3,12,11,9,9,29,0.5,0.47368421052631576,0.45,0.46338185890257555,164,250,266,232,5,6,6,5,4,14,13,13,40,0.7368421052631579,0.6842105263157894,0.6842105263157894,0.6923076923076923,82,153,195,160,3,4,4,4
GP,F,17,U,GT3,T,3,1,services,services,course,father,1,3,0,no,yes,no,no,no,yes,yes,no,3,4,3,2,3,5,1,12,14,15,41,0.5625,0.7368421052631579,0.75,0.6763717805151176,129,68,41,82,4,3,2,3,0,17,18,17,52,0.894736842105263,0.9473684210526315,0.894736842105263,0.9230769230769231,9,2,18,13,1,1,1,1
GP,F,17,U,LE3,T,0,2,at_home,at_home,home,father,2,3,0,no,no,no,no,yes,yes,yes,no,3,3,3,2,3,2,0,16,15,15,46,0.8125,0.7894736842105263,0.75,0.7793952967525196,20,34,41,35,2,2,2,2,0,14,14,15,43,0.7368421052631579,0.7368421052631579,0.7894736842105263,0.75,82,99,83,108,3,3,3,3
GP,M,18,U,GT3,T,4,4,other,other,course,mother,1,3,0,no,no,no,yes,yes,yes,yes,no,4,3,3,2,2,3,3,9,12,11,32,0.375,0.631578947368421,0.55,0.508622620380739,254,128,163,193,6,4,5,5,0,13,14,13,40,0.6842105263157894,0.7368421052631579,0.6842105263157894,0.6923076923076923,153,99,195,160,4,3,4,4
GP,M,17,U,GT3,T,3,3,other,services,reputation,mother,1,1,0,no,no,no,yes,no,yes,yes,no,4,3,5,3,5,5,3,14,15,16,45,0.6875,0.7894736842105263,0.8,0.7538633818589026,66,34,25,48,3,2,2,3,0,17,18,17,52,0.894736842105263,0.9473684210526315,0.894736842105263,0.9230769230769231,9,2,18,13,1,1,1,1
GP,M,17,R,GT3,T,2,2,services,other,course,mother,4,1,0,no,yes,no,no,yes,yes,yes,no,4,4,5,5,5,4,8,11,10,10,31,0.5,0.5263157894736842,0.5,0.4983202687569988,164,204,210,207,5,5,5,5,2,11,10,10,31,0.5789473684210527,0.5263157894736842,0.5263157894736842,0.5192307692307692,307,422,453,422,5,6,6,6
GP,F,17,R,GT3,T,2,4,at_home,other,course,father,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,1,5,7,12,14,14,40,0.5625,0.7368421052631579,0.7000000000000001,0.6593505039193729,129,68,74,94,4,3,3,4,0,15,15,15,45,0.7894736842105263,0.7894736842105263,0.7894736842105263,0.7884615384615385,47,61,83,73,2,2,3,3
GP,F,18,U,GT3,T,3,3,services,services,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,4,1,1,4,0,7,0,0,7,0.25,0.0,0.0,0.06382978723404255,326,383,358,388,7,9,8,9,8,10,11,12,33,0.5263157894736842,0.5789473684210527,0.631578947368421,0.5576923076923077,398,319,277,354,6,5,5,5
GP,F,18,U,LE3,T,2,2,other,other,home,other,1,2,0,no,no,no,yes,no,yes,yes,yes,4,3,3,1,1,2,0,8,8,0,16,0.3125,0.42105263157894735,0.0,0.22844344904815228,285,300,358,358,6,6,8,8,0,10,9,12,31,0.5263157894736842,0.47368421052631576,0.631578947368421,0.5192307692307692,398,505,277,422,6,7,5,6
GP,F,18,R,GT3,T,2,2,at_home,other,course,mother,2,4,0,no,no,no,yes,yes,yes,no,no,4,4,4,1,1,4,0,10,9,0,19,0.4375,0.47368421052631576,0.0,0.2889137737961926,203,250,358,341,5,6,8,7,6,14,13,14,41,0.7368421052631579,0.6842105263157894,0.7368421052631579,0.7115384615384617,82,153,132,138,3,4,3,3
GP,F,17,U,GT3,T,3,4,services,other,course,mother,1,3,0,no,no,no,no,yes,yes,yes,no,4,4,5,1,3,5,16,16,15,15,46,0.8125,0.7894736842105263,0.75,0.7793952967525196,20,34,41,35,2,2,2,2,8,11,13,14,38,0.5789473684210527,0.6842105263157894,0.7368421052631579,0.653846153846154,307,153,132,214,5,4,3,4
GP,F,18,U,LE3,T,3,3,services,services,home,mother,1,4,0,no,yes,no,no,yes,yes,yes,no,5,3,3,1,1,1,7,16,15,17,48,0.8125,0.7894736842105263,0.8500000000000001,0.8134378499440089,20,34,19,26,2,2,2,2,4,14,14,15,43,0.7368421052631579,0.7368421052631579,0.7894736842105263,0.75,82,99,83,108,3,3,3,3
GP,M,18,U,LE3,T,3,4,services,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,3,1,3,5,11,16,15,15,46,0.8125,0.7894736842105263,0.75,0.7793952967525196,20,34,41,35,2,2,2,2,6,16,16,17,49,0.8421052631578947,0.8421052631578947,0.894736842105263,0.8653846153846154,25,36,18,29,1,2,1,2
GP,F,18,U,GT3,T,2,3,at_home,other,course,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,3,4,11,10,10,31,0.5,0.5263157894736842,0.5,0.4983202687569988,164,204,210,207,5,5,5,5,0,11,12,14,37,0.5789473684210527,0.631578947368421,0.7368421052631579,0.6346153846153846,307,233,132,239,5,4,3,4
GP,F,18,U,GT3,T,3,2,other,services,other,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,5,4,3,2,3,1,7,13,13,14,40,0.625,0.6842105263157894,0.7000000000000001,0.6627099664053752,96,91,74,94,4,4,3,4,4,14,16,17,47,0.7368421052631579,0.8421052631578947,0.894736842105263,0.8269230769230771,82,36,18,48,3,2,1,2
GP,M,18,R,GT3,T,4,3,teacher,services,course,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,5,3,2,1,2,4,9,16,15,16,47,0.8125,0.7894736842105263,0.8,0.7964165733482642,20,34,25,30,2,2,2,2,4,15,14,17,46,0.7894736842105263,0.7368421052631579,0.894736842105263,0.8076923076923077,47,99,18,60,2,3,1,2
MS,M,19,R,GT3,T,1,1,other,other,home,other,3,1,1,no,yes,no,no,yes,yes,yes,no,4,4,4,3,3,5,4,8,8,8,24,0.3125,0.42105263157894735,0.4,0.3646136618141097,285,300,294,302,6,6,6,6,4,8,9,10,27,0.42105263157894735,0.47368421052631576,0.5263157894736842,0.44230769230769235,558,505,453,540,7,7,6,7
MS,F,18,U,GT3,T,3,3,services,services,course,father,1,2,0,no,yes,no,no,yes,yes,no,yes,5,3,4,1,1,5,0,10,9,9,28,0.4375,0.47368421052631576,0.45,0.4421052631578947,203,250,266,243,5,6,6,6,0,10,10,10,30,0.5263157894736842,0.5263157894736842,0.5263157894736842,0.5,398,422,453,451,6,6,6,6
MS,F,17,R,GT3,T,4,4,teacher,services,other,father,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,5,4,12,13,13,38,0.5625,0.6842105263157894,0.65,0.6244120940649495,129,91,101,115,4,4,4,4,2,12,12,12,36,0.631578947368421,0.631578947368421,0.631578947368421,0.6153846153846154,225,233,277,277,4,4,5,5
MS,F,17,U,LE3,A,3,2,services,other,reputation,mother,2,2,0,no,no,no,no,yes,yes,no,yes,1,2,3,1,2,5,2,12,12,11,35,0.5625,0.631578947368421,0.55,0.5724524076147816,129,128,163,153,4,4,5,4,0,15,14,15,44,0.7894736842105263,0.7368421052631579,0.7894736842105263,0.7692307692307694,47,99,83,87,2,3,3,3
MS,M,18,U,LE3,T,1,1,other,services,home,father,2,1,0,no,no,no,no,no,yes,yes,yes,3,3,2,1,2,3,4,10,10,10,30,0.4375,0.5263157894736842,0.5,0.477043673012318,203,204,210,217,5,5,5,5,2,14,13,14,41,0.7368421052631579,0.6842105263157894,0.7368421052631579,0.7115384615384617,82,153,132,138,3,4,3,3
MS,F,18,U,LE3,T,1,1,at_home,services,course,father,2,3,0,no,no,no,no,yes,yes,yes,no,5,3,2,1,1,4,0,18,16,16,50,0.9375,0.8421052631578947,0.8,0.8568868980963045,4,21,25,19,1,2,2,2,0,19,17,18,54,1.0,0.894736842105263,0.9473684210526315,0.9615384615384617,1,16,3,2,1,1,1,1
MS,F,18,U,GT3,T,3,3,services,services,other,mother,2,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,3,3,0,11,11,10,32,0.5,0.5789473684210527,0.5,0.5162374020156775,164,169,210,193,5,5,5,5,6,13,12,13,38,0.6842105263157894,0.631578947368421,0.6842105263157894,0.6538461538461537,153,233,195,214,4,4,4,4
MS,F,17,R,GT3,T,1,2,other,services,course,father,2,2,0,no,no,no,no,no,yes,no,no,3,2,2,1,2,3,0,12,11,12,35,0.5625,0.5789473684210527,0.6000000000000001,0.5715565509518477,129,169,132,153,4,5,4,4,0,13,13,13,39,0.6842105263157894,0.6842105263157894,0.6842105263157894,0.6730769230769231,153,153,195,181,4,4,4,4
MS,M,18,R,GT3,T,1,3,at_home,other,course,mother,2,2,0,no,yes,yes,no,yes,yes,no,no,3,3,4,2,4,3,4,10,10,10,30,0.4375,0.5263157894736842,0.5,0.477043673012318,203,204,210,217,5,5,5,5,0,8,10,9,27,0.42105263157894735,0.5263157894736842,0.47368421052631576,0.44230769230769235,558,422,550,540,7,6,7,7
MS,F,17,U,GT3,T,2,2,other,at_home,home,mother,1,3,0,no,no,no,yes,yes,yes,no,yes,3,4,3,1,1,3,8,13,11,11,35,0.625,0.5789473684210527,0.55,0.5758118701007838,96,169,163,153,4,5,5,4,8,10,11,12,33,0.5263157894736842,0.5789473684210527,0.631578947368421,0.5576923076923077,398,319,277,354,6,5,5,5
MS,F,17,R,GT3,T,1,2,other,other,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,3,5,5,1,3,1,14,6,5,5,16,0.1875,0.2631578947368421,0.25,0.21724524076147814,363,367,350,358,8,8,7,8,4,7,8,9,24,0.3684210526315789,0.42105263157894735,0.47368421052631576,0.38461538461538464,600,577,550,592,8,7,7,8
MS,F,18,R,LE3,T,4,4,other,other,reputation,mother,2,3,0,no,no,no,no,yes,yes,yes,no,5,4,4,1,1,1,0,19,18,19,56,1.0,0.9473684210526315,0.9500000000000001,0.9650615901455767,1,4,2,2,1,1,1,1,0,15,17,17,49,0.7894736842105263,0.894736842105263,0.894736842105263,0.8653846153846154,47,16,18,29,2,1,1,2
MS,F,18,R,GT3,T,1,1,other,other,home,mother,4,3,0,no,no,no,no,yes,yes,yes,no,4,3,2,1,2,4,2,8,8,10,26,0.3125,0.42105263157894735,0.5,0.3986562150055991,285,300,210,287,6,6,5,6,4,10,11,12,33,0.5263157894736842,0.5789473684210527,0.631578947368421,0.5576923076923077,398,319,277,354,6,5,5,5
MS,M,18,R,GT3,T,2,1,other,other,other,mother,2,1,0,no,no,no,yes,no,yes,yes,yes,4,4,3,1,3,5,5,7,6,7,20,0.25,0.3157894736842105,0.35000000000000003,0.290481522956327,326,353,326,336,7,8,7,7,0,7,7,0,14,0.3684210526315789,0.3684210526315789,0.0,0.1923076923076923,600,617,635,638,8,8,9,9
MS,M,17,U,GT3,T,2,3,other,services,home,father,2,2,0,no,no,no,yes,yes,yes,yes,no,4,4,3,1,1,3,2,11,11,10,32,0.5,0.5789473684210527,0.5,0.5162374020156775,164,169,210,193,5,5,5,5,4,14,15,16,45,0.7368421052631579,0.7894736842105263,0.8421052631578947,0.7884615384615385,82,61,47,73,3,2,2,3
MS,M,19,R,GT3,T,1,1,other,services,other,mother,2,1,1,no,no,no,no,yes,yes,no,no,4,3,2,1,3,5,0,6,5,0,11,0.1875,0.2631578947368421,0.0,0.13213885778275475,363,367,358,378,8,8,8,8,0,5,8,0,13,0.2631578947368421,0.42105263157894735,0.0,0.17307692307692307,642,577,635,641,9,7,9,9
MS,M,18,R,GT3,T,4,2,other,other,home,father,2,1,1,no,no,yes,no,yes,yes,no,no,5,4,3,4,3,3,14,6,5,5,16,0.1875,0.2631578947368421,0.25,0.21724524076147814,363,367,350,358,8,8,7,8,0,7,7,0,14,0.3684210526315789,0.3684210526315789,0.0,0.1923076923076923,600,617,635,638,8,8,9,9
MS,F,19,R,GT3,T,2,3,services,other,course,mother,1,3,1,no,no,no,yes,no,yes,yes,no,5,4,2,1,2,5,0,7,5,0,12,0.25,0.2631578947368421,0.0,0.15341545352743557,326,367,358,376,7,8,8,8,4,10,11,10,31,0.5263157894736842,0.5789473684210527,0.5263157894736842,0.5192307692307692,398,319,453,422,6,5,6,6
MS,M,17,U,LE3,T,3,1,services,services,course,mother,2,1,0,no,no,no,no,no,yes,yes,no,2,4,5,3,4,2,3,14,16,16,46,0.6875,0.8421052631578947,0.8,0.7717805151175811,66,21,25,35,3,2,2,2,6,10,10,10,30,0.5263157894736842,0.5263157894736842,0.5263157894736842,0.5,398,422,453,451,6,6,6,6
MS,M,18,R,LE3,T,3,2,services,other,course,mother,3,1,0,no,no,no,no,no,yes,yes,no,4,4,1,3,4,5,0,11,12,10,33,0.5,0.631578947368421,0.5,0.5341545352743561,164,128,210,180,5,4,5,5,4,10,11,11,32,0.5263157894736842,0.5789473684210527,0.5789473684210527,0.5384615384615385,398,319,349,385,6,5,5,5
